Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
Rpl36a,0,0,1,0,0,0,0,0,0,0,0,0
Rpl36a-ps1,1,0,0,0,0,0,0,0,0,0,0,0
Rpl37,0,1,0,0,0,0,0,0,0,1,0,1
Rpl37a,1,2,0,0,0,0,1,1,0,0,0,0
Rpl38,0,0,0,1,0,0,0,0,0,0,0,0
Rpl39,1,0,0,0,0,0,0,0,0,1,0,0
Rpl4,1,2,1,2,1,0,1,1,3,4,0,1
Rpl5,1,1,1,0,1,0,0,1,0,1,0,1
Rpl6,2,0,2,1,0,0,1,0,0,0,0,0
Rpl7,3,0,1,3,0,0,0,0,0,3,3,1
Rpl7a,0,1,3,0,0,0,0,0,0,1,0,0
Rpl8,0,0,1,1,0,0,1,1,0,1,0,1
Rpl9,1,1,1,0,1,0,0,0,1,0,0,0
Rpl9-ps6,0,0,0,0,0,0,0,1,0,0,0,0
Rplp0,2,1,1,0,0,0,1,1,1,3,0,0
Rplp1,0,0,0,0,0,0,1,0,1,1,0,0
Rplp2,0,1,0,1,0,0,0,0,0,1,0,0
Rpn1,0,1,0,0,0,0,1,0,0,0,0,0
Rpn2,0,1,0,1,0,0,0,0,0,1,0,0
Rps10,1,0,1,1,0,0,0,0,1,1,0,2
Rps11,2,0,0,1,0,0,0,0,0,0,0,0
Rps12,1,2,0,0,0,0,0,0,0,0,0,0
Rps13,0,0,0,1,0,0,0,0,0,0,0,1
Rps14,1,1,1,1,0,0,0,0,0,0,0,0
Rps15,1,1,0,1,0,0,0,0,0,0,1,0
Rps15a,0,0,2,1,0,0,0,0,0,1,0,0
Rps16,1,0,1,2,1,0,0,1,0,0,1,1
Rps17,0,0,1,2,0,0,0,0,0,0,0,0
Rps18,0,0,2,0,0,0,1,0,0,0,0,0
Rps18-ps5,1,0,0,0,0,0,0,0,0,0,0,0
Rps18-ps6,0,0,0,1,0,0,0,0,0,0,0,0
Rps19,2,1,1,0,1,0,1,1,0,0,0,1
Rps2,2,1,1,1,0,0,0,1,1,0,3,0
Rps20,0,0,0,0,0,0,2,1,1,2,0,1
Rps23,0,0,0,1,0,0,0,0,0,0,0,0
Rps23rg1,0,0,0,1,0,0,1,0,0,0,0,1
Rps24,0,3,0,1,0,0,0,0,0,1,1,0
Rps25,0,0,0,1,0,0,0,1,0,0,0,0
Rps26,0,0,0,0,0,0,1,0,0,0,1,0
Rps27,1,0,0,0,0,0,0,2,0,0,1,0
Rps27a,3,2,0,0,0,1,0,0,1,0,0,0
Rps27l,0,0,0,0,0,1,0,0,0,0,0,0
Rps27rt,2,0,0,0,0,0,0,0,0,0,0,0
Rps28,0,0,0,0,0,0,0,0,0,0,0,1
Rps29,0,2,0,0,0,0,0,1,0,0,0,0
Rps3,2,4,1,0,0,0,1,4,0,2,0,1
Rps3a1,3,0,0,0,0,0,0,1,0,0,0,2
Rps4x,5,2,1,0,0,0,4,0,1,0,1,1
Rps5,2,0,0,1,1,0,0,1,0,0,0,2
Rps6,1,2,0,3,1,0,0,1,1,0,0,0
Rps6ka1,0,0,0,0,1,1,0,0,0,0,0,0
Rps6ka4,0,0,0,0,0,0,0,0,0,0,0,1
Rps6kb1,1,0,0,0,0,0,0,1,0,0,0,0
Rps7,1,1,0,0,1,1,0,0,0,2,0,1
Rps8,0,3,1,1,0,0,0,3,0,3,1,1
Rps9,0,0,0,0,1,0,0,0,1,2,1,2
Rpsa,0,3,1,0,0,2,1,3,1,2,1,0
Rraga,0,0,0,1,0,0,0,0,0,0,0,0
Rrbp1,0,0,0,0,0,0,0,0,1,0,1,0
Rrp1,0,0,0,1,0,0,0,1,0,1,0,0
Rrp15,0,0,0,0,0,0,1,0,0,0,0,0
Rrp1b,0,0,1,0,0,0,0,0,0,0,0,0
Rrp7a,0,0,0,0,1,0,0,0,0,0,0,0
Rsf1,0,0,0,0,0,0,1,0,0,0,0,0
Rsl1d1,0,0,0,0,0,0,0,1,0,0,0,0
Rsl24d1,0,0,0,0,0,1,0,0,0,0,0,0
Rspry1,0,1,0,0,0,0,0,0,0,0,0,0
Rtcb,0,0,0,0,0,1,0,0,0,0,0,0
Rtf1,0,0,0,1,0,0,0,0,0,0,0,0
Rtkn,0,0,0,0,0,0,0,0,0,0,0,1
Rtn3,0,0,1,0,0,1,0,0,0,0,1,0
Rtn4,0,0,0,0,0,0,0,0,1,1,1,0
Rttn,0,0,0,0,0,0,1,0,0,0,0,0
Rufy1,0,0,0,0,0,0,1,0,0,0,0,0
Runx1,0,0,0,0,0,0,0,0,0,0,1,0
Ruvbl2,0,0,1,0,0,0,0,0,0,0,0,0
Rxylt1,0,0,0,0,0,0,0,0,1,0,0,0
S100a11,0,0,0,0,0,0,0,0,1,0,0,0
S100a14,0,0,0,0,0,0,0,0,1,0,0,0
S100a6,0,0,0,0,0,0,1,0,0,0,1,0
S1pr2,1,0,0,0,0,0,0,0,0,0,0,0
Saa2,0,0,0,0,0,1,0,0,0,0,0,0
Sae1,0,0,0,0,0,0,0,0,0,0,0,1
Safb,0,0,0,0,0,0,0,0,0,0,0,1
Samd8,0,0,0,0,0,0,0,1,0,0,0,0
Sap18b,0,1,0,0,0,0,0,0,0,0,0,0
Sars,0,0,1,0,0,0,1,0,0,0,1,0
Sart1,0,0,0,0,0,0,1,0,0,0,0,1
Sart3,1,0,0,0,0,0,1,0,0,0,0,0
Sash1,0,1,0,0,0,0,0,0,0,0,0,0
Sbf1,0,0,0,0,0,1,0,0,0,0,0,0
Sbno1,0,0,0,1,0,0,0,0,0,0,0,0
Sbno2,2,0,0,0,0,0,0,1,1,1,0,0
Sbsn,0,0,0,0,1,0,0,0,0,0,0,0
Scaf1,0,0,0,0,0,0,0,1,0,0,0,0
Scaf4,0,0,0,0,0,0,0,0,1,0,0,0
Scarb1,0,0,0,1,0,0,0,0,0,0,0,0
Scd1,0,0,0,0,3,1,0,0,0,0,0,0
Scd2,0,0,0,0,1,0,0,0,0,0,1,0
Scmh1,0,0,0,0,0,0,0,0,1,0,0,0
Scn7a,0,0,0,0,0,0,1,0,0,0,0,0
Scnn1a,0,1,0,0,0,0,0,0,0,0,0,0
Scyl1,0,0,0,1,0,0,0,0,0,0,0,0
Sdc1,0,0,0,0,0,0,0,0,0,1,0,0
Sdc4,0,0,1,0,0,1,0,0,0,0,1,0
Sdcbp,0,1,0,1,0,0,0,0,0,0,0,0
Sde2,0,0,0,0,0,1,0,0,0,0,0,1
Sdf2,0,0,0,0,1,0,0,0,0,0,0,0
Sdha,0,0,1,0,0,0,1,0,0,0,0,0
Sdhaf2,0,0,0,0,0,0,1,0,0,0,0,0
Sdhb,0,0,0,0,0,0,0,1,0,0,0,0
Sdhc,0,0,0,0,0,0,0,0,0,1,0,0
Sdk1,0,0,0,0,0,0,0,0,0,1,0,0
Sdr39u1,0,0,0,0,0,0,1,0,0,0,0,0
Sec11c,1,0,0,0,1,0,0,0,0,0,0,0
Sec13,0,0,0,0,0,1,0,0,0,0,0,0
Sec14l1,0,0,0,0,0,0,0,0,1,0,0,0
Sec23ip,0,0,0,1,0,0,0,0,0,0,0,0
Sec24c,0,0,0,0,1,0,0,0,1,0,0,0
Sec24d,0,0,1,0,0,0,1,0,0,0,0,0
Sec31a,0,1,0,0,0,0,0,1,0,0,0,0
Sec61a1,0,0,0,0,0,0,0,2,0,0,0,0
Sec61a2,0,0,1,0,0,0,0,0,0,0,0,0
Sec63,0,0,0,0,0,1,0,0,0,0,0,0
Selenop,0,0,0,0,2,0,0,0,0,0,0,0
Sema3c,0,0,0,0,0,0,1,0,1,0,0,0
Sema4c,1,0,0,0,0,0,0,0,1,1,0,0
Sema6c,0,0,0,0,0,0,1,0,0,0,0,0
Senp2,0,0,0,0,0,0,0,0,0,1,0,0
Senp6,1,0,0,0,0,0,0,0,0,0,0,0
Sephs2,0,0,0,0,1,0,0,0,0,0,0,0
Septin11,0,0,1,0,0,0,0,0,0,0,0,0
Serbp1,1,0,0,0,0,0,0,0,1,0,1,0
Serf2,0,0,1,0,0,0,0,0,0,0,0,0
Serinc1,0,0,0,0,0,0,0,0,1,1,0,0
Serinc3,2,1,0,0,0,0,0,0,0,1,0,0
Serpina3g,0,0,0,0,0,0,0,0,1,0,0,0
Serpina3n,0,0,0,0,0,0,0,0,0,1,0,0
Serpinb5,0,0,0,0,0,0,1,0,0,1,0,0
Serpinb6a,0,0,1,0,0,0,0,0,0,0,0,0
Serpine1,0,0,0,0,0,0,0,0,1,0,1,0
Serpinf1,0,0,0,0,0,0,0,0,1,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,1,0
Serpinh1,0,0,0,0,0,0,0,1,1,0,0,1
Sertad1,0,0,0,0,0,0,0,0,1,0,0,0
Sertad2,0,0,0,0,0,0,0,1,0,0,0,0
Sesn3,0,0,1,0,0,0,0,0,0,0,0,0
Set,0,1,0,0,0,0,0,0,0,0,0,0
Setbp1,0,0,0,0,0,0,0,0,0,0,0,1
Setd2,0,0,1,0,0,0,0,0,0,0,1,0
Setd3,0,0,0,0,0,0,0,0,0,1,0,0
Setd5,1,0,0,0,0,0,0,0,0,0,0,0
Setd7,0,0,0,1,0,0,0,0,0,0,0,0
Setx,1,0,1,0,0,1,0,0,0,0,2,0
Sf1,0,0,0,2,0,0,0,0,0,0,1,0
Sf3a1,0,0,0,0,0,0,0,1,0,0,0,0
Sf3a3,1,1,0,0,0,0,0,0,0,0,0,0
Sf3b1,1,0,1,1,0,0,0,0,2,1,0,0
Sf3b2,0,0,0,0,0,0,0,1,0,0,0,0
Sf3b3,0,0,0,0,1,0,0,1,0,0,0,0
Sf3b4,0,1,0,0,0,0,0,0,0,0,0,0
Sf3b6,0,0,0,0,0,0,0,0,1,0,0,0
Sfn,1,0,0,0,0,0,4,1,1,0,1,0
Sfpq,1,0,0,0,0,0,0,0,0,0,1,1
Sfrp1,0,0,0,0,0,0,0,0,0,0,0,1
Sfxn3,0,0,1,0,0,0,0,0,0,0,0,0
Sgk1,0,2,0,1,0,0,0,0,1,1,2,0
Sgpl1,0,1,0,0,0,0,0,0,0,0,0,0
Sgpp1,0,0,0,0,0,0,1,0,0,0,0,0
Sgsm2,0,1,0,0,0,0,0,0,0,0,0,0
Sgsm3,0,0,0,0,0,1,0,0,0,0,0,0
Sh2b3,0,0,0,0,0,0,1,0,0,0,0,0
Sh2d5,0,0,0,0,0,0,0,0,0,1,0,0
Sh3bp4,0,1,0,0,0,0,0,0,0,1,0,0
Sh3d19,0,1,0,0,0,0,0,1,0,0,0,0
Sh3d21,0,0,0,0,0,0,1,0,0,0,0,0
Sh3pxd2b,0,0,1,0,0,0,0,0,0,0,0,0
Shank3,0,0,0,0,0,0,1,0,0,0,0,0
Shd,0,1,0,0,0,0,0,0,0,0,0,0
Shisa5,0,1,0,0,0,0,0,0,0,0,0,0
Shmt1,1,0,0,0,0,0,0,0,0,0,0,0
Shprh,0,0,0,0,0,0,0,1,0,0,0,0
Shroom3,0,0,0,0,1,0,0,1,0,1,1,0
Sidt2,0,0,0,1,0,0,0,1,0,0,0,0
Sik1,0,0,0,1,0,0,0,2,0,0,0,0
Sik3,0,0,0,0,0,0,0,0,0,1,0,0
Sin3a,0,0,0,0,0,0,1,0,0,0,0,0
Sin3b,1,0,0,0,0,0,0,0,0,0,0,0
Sipa1l1,0,1,0,0,0,0,0,0,0,0,0,0
Sipa1l3,1,0,0,0,0,0,0,0,0,0,0,0
Sirt2,0,0,0,0,0,1,0,0,0,0,1,0
Sirt5,0,1,0,0,0,0,1,0,0,1,0,0
Six4,1,0,0,0,0,0,0,0,0,0,0,0
Skil,0,1,0,0,0,0,1,0,0,0,0,0
Skiv2l,0,0,0,0,0,0,0,0,1,0,0,0
Skp1,0,0,0,0,0,0,1,0,0,0,0,0
Slbp,0,0,0,1,0,0,0,0,0,0,0,0
Slc12a2,0,1,0,0,0,1,0,0,0,0,0,0
Slc16a1,0,0,0,0,0,0,0,0,0,0,0,1
Slc1a4,0,1,0,0,0,0,0,0,0,0,0,0
Slc20a1,0,0,1,0,0,0,0,0,0,1,0,0
Slc25a1,0,0,0,0,0,1,0,0,0,0,0,0
Slc25a23,0,0,0,0,0,0,0,1,0,0,0,0
Slc25a25,1,0,0,0,0,0,0,0,0,0,0,0
Slc25a3,0,0,0,0,0,0,1,1,0,0,1,0
Slc25a39,0,1,0,1,0,1,0,0,0,0,0,0
Slc25a4,0,0,0,0,1,0,0,0,0,1,1,1
Slc25a5,2,0,0,0,0,0,0,0,3,0,0,0
Slc28a3,0,0,0,1,1,0,0,0,0,0,0,0
Slc29a1,0,0,0,0,0,0,0,0,0,1,0,0
Slc2a1,0,1,0,0,0,0,0,0,0,0,0,1
Slc2a4,0,0,0,0,0,0,0,0,0,1,0,0
Slc30a2,0,0,0,0,1,0,0,0,0,0,0,0
Slc30a5,0,1,0,0,0,0,0,0,1,0,0,0
Slc35a1,0,0,0,0,0,0,0,0,1,0,0,0
Slc38a1,0,0,0,0,0,0,1,0,0,0,0,0
Slc38a10,0,0,0,0,0,0,0,0,0,0,0,1
Slc38a3,0,0,0,0,0,0,0,0,1,0,0,0
Slc39a1,0,1,0,0,0,0,0,0,0,0,0,0
Slc39a11,0,1,0,0,0,0,0,0,0,0,0,0
Slc3a2,0,1,0,0,0,0,0,0,1,0,0,0
Slc43a3,0,0,0,0,0,0,0,0,1,0,0,0
Slc44a2,0,0,0,0,0,0,1,1,0,1,0,0
Slc50a1,0,0,0,0,0,1,0,0,0,0,0,0
Slc5a1,1,0,1,0,0,0,0,0,0,0,0,0
Slc5a5,0,1,0,0,0,0,0,0,0,0,0,0
Slc66a2,0,0,0,0,0,0,0,1,0,0,0,0
Slc6a8,0,0,0,0,0,0,1,0,0,0,0,1
Slc7a4,0,0,0,0,0,1,0,0,0,0,0,0
Slc7a6,0,0,1,0,0,0,0,0,0,0,0,0
Slc7a7,0,0,0,0,1,0,0,0,0,0,0,0
Slc9a1,0,1,0,0,0,0,0,0,0,0,0,0
Slco2a1,0,0,0,0,0,0,0,1,0,0,0,0
Slk,0,0,0,0,1,0,0,0,0,0,1,0
Slpi,0,0,0,0,0,0,2,1,0,0,0,0
Sltm,0,1,0,0,1,0,0,0,0,0,0,0
Smad4,0,0,0,0,0,0,1,0,1,0,1,0
Smad6,0,0,0,0,0,0,0,0,0,1,0,0
Smap1,0,0,0,0,1,0,0,0,0,0,0,0
Smap2,1,0,0,0,0,0,0,0,0,0,0,0
Smarca2,0,0,0,0,0,0,0,0,0,0,1,0
Smarca4,2,0,1,0,1,0,0,0,0,1,0,0
Smarca5,1,0,0,0,1,0,0,1,0,0,0,0
Smarcad1,0,0,0,0,0,0,0,0,1,0,0,0
Smarcc1,0,0,0,0,0,0,1,0,0,0,0,0
Smarcc2,0,0,0,0,0,0,0,0,1,0,0,0
Smarcd1,0,0,0,1,0,0,0,0,0,0,0,0
Smarcd2,0,0,1,0,0,0,0,0,0,0,0,0
Smarcd3,0,0,0,0,0,0,0,0,0,0,1,0
Smc1a,0,1,0,0,0,0,0,0,0,0,0,0
Smc2,0,0,0,0,0,0,0,1,0,0,0,0
Smc4,1,0,0,0,0,0,0,0,0,0,0,0
Smco4,0,0,0,0,0,0,0,0,0,1,0,0
Smdt1,0,0,0,0,0,0,0,0,0,0,0,1
Smg1,0,1,0,0,0,0,0,0,0,0,0,0
Smpd1,0,0,0,0,0,1,0,0,0,0,0,0
Smtn,1,0,0,0,0,0,1,1,0,0,4,2
Snd1,0,0,1,0,0,0,0,0,0,0,0,0
Snrnp200,0,0,0,1,0,0,0,0,0,0,0,0
Snrnp70,0,2,0,1,0,0,0,0,0,0,0,1
Snrpb,0,0,0,0,0,0,0,0,1,0,1,0
Snrpc,0,0,0,0,0,0,0,0,0,0,1,0
Snrpd1,0,0,0,0,0,0,1,0,0,0,1,0
Snrpd3,0,0,0,1,0,0,0,0,0,0,0,0
Snrpe,0,0,0,0,0,0,0,0,0,0,0,1
Snrpf,0,0,0,0,0,0,0,1,0,0,0,0
Snupn,0,0,0,0,0,0,0,0,0,0,1,0
Snx12,1,0,0,0,0,0,0,0,0,0,0,0
Snx13,0,1,0,0,0,0,0,0,0,0,0,0
Snx19,1,0,0,0,0,0,0,0,0,0,0,0
Snx25,0,0,0,0,1,0,0,0,0,0,0,0
Snx5,0,0,0,0,1,0,0,0,0,0,0,0
Snx6,0,0,2,0,0,0,0,0,1,0,0,0
Socs3,0,0,0,0,0,0,1,0,0,0,2,0
Soga1,0,0,1,0,0,0,0,0,0,0,0,0
Son,1,0,0,0,0,0,1,2,0,1,0,0
Sorbs1,0,0,0,0,0,0,1,1,0,0,0,1
Sos1,0,0,0,0,0,0,0,0,0,0,0,1
Sparc,0,0,0,0,0,0,1,0,4,1,1,1
Spata24,0,0,1,0,0,0,0,0,0,0,0,0
Spcs2,0,0,0,0,0,0,0,0,2,0,0,0
Specc1l,0,0,0,0,0,0,0,0,0,1,0,0
Spg7,1,0,0,0,0,0,0,0,0,0,0,0
Sphk1,0,0,0,0,0,0,0,0,0,0,1,0
Spon2,0,0,0,0,0,0,0,0,0,1,0,0
Spop,0,0,0,0,0,0,0,1,0,0,0,0
Spout1,0,0,0,0,0,0,0,1,0,0,0,0
Spp1,1,3,5,4,11,14,0,0,0,0,0,0
Sppl2a,0,1,0,0,1,0,0,0,0,0,0,0
Spry1,1,0,0,0,0,0,0,0,0,0,0,0
Spry2,0,1,0,0,0,0,0,0,0,0,0,1
Spsb3,0,0,0,0,0,0,1,0,0,0,0,0
Sptan1,0,1,0,1,1,0,1,0,0,0,1,0
Sptbn1,0,0,0,0,0,0,0,0,0,1,0,2
Sptbn2,0,0,1,0,0,0,0,0,0,0,0,0
Sptlc2,0,0,0,1,0,0,0,0,0,0,0,0
Sqstm1,0,0,1,0,0,0,1,1,0,0,0,0
Srbd1,0,1,0,0,0,0,0,0,0,0,0,0
Srcap,0,1,0,0,0,0,0,0,0,0,0,0
Srebf1,0,0,1,0,0,0,0,0,0,0,0,0
Srebf2,0,0,0,0,0,0,0,0,0,1,0,0
Srf,1,0,0,0,0,0,0,0,0,0,0,0
Srgap2,0,0,0,0,0,0,0,0,1,0,0,0
Srm,0,0,0,0,0,0,0,0,0,0,1,0
Srp54c,0,0,0,0,0,0,1,0,0,0,0,0
Srp68,1,0,0,0,0,0,0,0,0,0,0,0
Srpr,0,0,0,0,0,0,0,0,1,0,0,0
Srrm2,0,1,0,1,0,1,1,0,0,0,0,1
Srrt,0,1,0,0,0,0,0,0,0,0,0,0
Srsf11,0,0,0,0,0,0,0,0,0,0,0,1
Srsf2,0,0,1,0,0,0,0,0,0,0,0,1
Srsf5,0,0,0,1,0,0,0,0,0,0,0,1
Srsf6,0,1,0,0,0,0,0,1,0,1,0,1
Srxn1,1,0,0,0,0,0,0,0,0,0,0,0
Ss18,0,0,0,0,0,0,0,0,0,0,1,0
Ssbp3,0,0,0,0,0,0,0,1,0,0,0,0
Ssr1,0,0,0,0,0,0,0,1,0,0,0,0
Ssr4,0,0,0,1,0,1,0,0,0,0,0,0
Ssrp1,0,0,0,0,0,0,1,0,0,0,0,0
St13,0,0,0,0,0,0,0,0,1,0,0,0
St14,0,0,0,0,0,1,0,0,0,0,0,0
St8sia6,0,0,0,0,0,0,1,0,0,0,0,0
Stat3,0,1,0,0,0,2,1,0,1,0,1,0
Stau1,1,0,0,0,0,0,0,0,0,0,1,0
Stc2,0,1,0,0,0,0,0,0,0,0,0,0
Steap4,0,0,0,0,0,0,0,0,0,0,0,1
Sting1,0,0,0,0,0,0,1,0,0,0,0,0
Stk11,0,0,0,0,0,0,0,0,0,0,1,0
Stk38,0,0,0,0,0,0,0,0,1,0,0,0
Stk4,0,1,0,0,0,0,0,0,0,0,0,0
Stk40,1,0,0,0,0,0,0,0,0,1,0,0
Ston1,0,0,0,0,0,0,0,0,0,1,0,0
Stox2,0,0,0,0,0,0,0,0,0,1,0,0
Stt3a,0,0,0,0,0,0,0,1,0,0,0,0
Stt3b,0,0,1,0,0,0,0,0,0,0,0,0
Stx12,0,0,0,0,0,0,0,1,0,0,1,0
Stx3,1,0,0,0,0,0,0,0,0,0,0,0
Stx8,0,0,0,0,0,0,0,0,0,0,0,1
Sub1,0,0,0,0,0,0,0,0,0,0,1,0
Sucla2,0,0,0,0,0,0,0,0,0,0,1,0
Suclg2,1,0,0,0,0,0,0,0,1,0,0,0
Suco,1,0,0,0,0,0,1,0,0,1,1,0
Sumo2,0,0,0,0,0,0,0,0,1,0,0,0
Sun1,0,0,0,0,0,0,0,0,1,0,0,0
Sun2,1,0,0,0,0,0,0,0,0,0,0,0
Supt16,0,0,0,0,0,0,0,0,0,1,0,0
Supt4a,1,0,0,0,0,0,0,0,0,0,0,0
Supt5,0,0,0,1,0,0,1,0,0,0,0,0
Supv3l1,0,0,0,0,0,1,0,0,0,0,0,0
Susd6,1,0,0,0,0,0,0,0,0,0,0,0
Swi5,0,0,0,0,0,0,0,0,1,0,0,0
Syap1,0,0,0,0,0,0,0,0,0,1,0,0
Syf2,1,0,0,0,0,0,0,0,0,0,0,0
Sympk,0,0,0,0,0,0,0,0,0,0,0,1
Syncrip,0,0,1,0,0,0,1,0,0,0,2,0
Syngap1,1,0,0,0,0,0,0,0,0,0,0,0
Synj1,0,0,0,0,0,0,0,0,0,0,1,0
Synm,0,0,0,0,0,0,0,0,1,0,0,2
Syt12,0,0,1,0,0,0,0,0,0,0,0,0
Szt2,0,0,0,0,0,0,0,0,1,0,0,0
Tab2,0,0,0,0,0,0,0,0,1,0,0,0
Tada2a,1,0,0,0,0,0,0,0,0,0,0,0
Taf4b,0,0,0,0,1,0,0,0,0,0,0,0
Taf6,0,0,0,0,0,1,0,0,0,0,0,0
Taf9,1,0,0,0,0,0,0,0,0,0,0,0
Tafazzin,0,0,0,0,0,1,0,0,0,0,0,0
Tagln,0,0,0,0,0,0,4,0,1,2,2,4
Taldo1,0,0,0,1,1,1,0,0,0,0,0,0
Tanc1,0,0,0,0,0,0,0,0,1,1,1,0
Taok1,1,0,0,0,0,0,0,0,0,0,0,0
Tap1,0,1,0,0,0,0,0,0,0,0,0,0
Tap2,0,0,0,0,0,0,0,0,0,1,0,1
Tapt1,0,0,0,0,0,0,0,0,0,0,0,1
Tardbp,0,0,0,0,0,1,0,1,0,0,0,0
Tars,0,0,0,0,0,0,0,0,1,0,1,0
Tatdn2,1,0,1,0,0,0,0,0,0,0,0,0
Tatdn3,0,0,0,0,0,0,0,0,0,0,0,1
Tax1bp1,0,0,0,0,0,0,1,1,0,0,0,0
Tbc1d10a,0,0,0,0,1,0,0,0,0,0,0,0
Tbc1d12,1,0,0,0,0,0,0,0,0,0,0,0
Tbc1d14,0,0,0,0,0,0,0,0,0,1,0,0
Tbc1d16,0,1,0,0,0,0,1,0,0,0,0,0
Tbc1d32,0,0,0,0,0,0,0,0,0,1,0,0
Tbc1d4,0,0,0,0,0,0,1,0,0,0,0,0
Tbc1d8,0,0,0,0,0,1,0,0,0,0,0,0
Tbc1d9,0,0,0,0,0,0,0,0,1,0,0,0
